5201200	0	0	6	4	0	12	0	0	0	0	0	22
5201110	0	2	3	4	0	12	0	0	0	0	0	21
5201101	1	0	3	4	0	12	0	0	0	0	0	20
5201020	0	4	0	4	0	12	0	0	0	0	0	20
5201011	1	2	0	4	0	12	0	0	0	0	0	19
5201002	2	0	0	4	0	12	0	0	0	0	0	18
5200300	0	0	9	0	0	12	0	21	0	0	0	21
5200210	0	2	6	0	0	12	0	0	0	0	0	20
5200201	1	0	6	0	0	12	0	0	0	0	0	19
5200120	0	4	3	0	0	12	0	0	0	0	0	19
5200111	1	2	3	0	0	12	0	0	0	0	0	18
5200102	2	0	3	0	0	12	0	0	0	0	0	17
5200030	0	6	0	0	0	12	0	18	0	0	0	18
5200021	1	4	0	0	0	12	0	0	0	0	0	17
5200012	2	2	0	0	0	12	0	0	0	0	0	16
5200003	3	0	0	0	0	12	0	15	0	0	0	15
5140000	0	0	0	0	20	6	26	0	0	0	0	26
5131000	0	0	0	4	15	6	0	0	0	0	0	25
5130100	0	0	3	0	15	6	0	0	0	0	0	24
5130010	0	2	0	0	15	6	0	0	0	0	0	23
5130001	1	0	0	0	15	6	0	0	0	0	0	22
5122000	0	0	0	8	10	6	0	0	0	0	0	24
5121100	0	0	3	4	10	6	0	0	25	0	0	23
5121010	0	2	0	4	10	6	0	0	0	0	0	22
5121001	1	0	0	4	10	6	0	0	0	0	0	21
5120200	0	0	6	0	10	6	0	0	0	0	0	22
5120110	0	2	3	0	10	6	0	0	0	0	0	21
5120101	1	0	3	0	10	6	0	0	0	0	0	20
5120020	0	4	0	0	10	6	0	0	0	0	0	20
5120011	1	2	0	0	10	6	0	0	0	0	0	19
5120002	2	0	0	0	10	6	0	0	0	0	0	18
5113000	0	0	0	12	5	6	0	0	0	0	0	23
5112100	0	0	3	8	5	6	0	0	25	0	0	22
5112010	0	2	0	8	5	6	0	0	0	0	0	21
5112001	1	0	0	8	5	6	0	0	0	0	0	20
5111200	0	0	6	4	5	6	0	0	25	0	0	21
5111110	0	2	3	4	5	6	0	0	25	30	0	20
5111101	1	0	3	4	5	6	0	0	25	0	0	19
5111020	0	4	0	4	5	6	0	0	0	0	0	19
5111011	1	2	0	4	5	6	0	0	0	0	0	18
5111002	2	0	0	4	5	6	0	0	0	0	0	17
5110300	0	0	9	0	5	6	0	0	0	0	0	20
5110210	0	2	6	0	5	6	0	0	0	0	0	19
5110201	1	0	6	0	5	6	0	0	0	0	0	18
5110120	0	4	3	0	5	6	0	0	0	0	0	18
5110111	1	2	3	0	5	6	0	0	0	0	0	17
5110102	2	0	3	0	5	6	0	0	0	0	0	16
5110030	0	6	0	0	5	6	0	0	0	0	0	17
5110021	1	4	0	0	5	6	0	0	0	0	0	16
5110012	2	2	0	0	5	6	0	0	0	0	0	15
5110003	3	0	0	0	5	6	0	0	0	0	0	14
5104000	0	0	0	16	0	6	22	0	0	0	0	22
5103100	0	0	3	12	0	6	0	0	0	0	0	21
5103010	0	2	0	12	0	6	0	0	0	0	0	20
5103001	1	0	0	12	0	6	0	0	0	0	0	19
5102200	0	0	6	8	0	6	0	0	0	0	0	20
5102110	0	2	3	8	0	6	0	0	0	0	0	19
5102101	1	0	3	8	0	6	0	0	0	0	0	18
5102020	0	4	0	8	0	6	0	0	0	0	0	18
5102011	1	2	0	8	0	6	0	0	0	0	0	17
5102002	2	0	0	8	0	6	0	0	0	0	0	16
5101300	0	0	9	4	0	6	0	0	0	0	0	19
5101210	0	2	6	4	0	6	0	0	0	0	0	18
5101201	1	0	6	4	0	6	0	0	0	0	0	17
5101120	0	4	3	4	0	6	0	0	0	0	0	17
5101111	1	2	3	4	0	6	0	0	25	0	0	16
5101102	2	0	3	4	0	6	0	0	0	0	0	15
5101030	0	6	0	4	0	6	0	0	0	0	0	16
5101021	1	4	0	4	0	6	0	0	0	0	0	15
5101012	2	2	0	4	0	6	0	0	0	0	0	14
5101003	3	0	0	4	0	6	0	0	0	0	0	13
5100400	0	0	12	0	0	6	18	0	0	0	0	18
5100310	0	2	9	0	0	6	0	0	0	0	0	17
5100301	1	0	9	0	0	6	0	0	0	0	0	16
5100220	0	4	6	0	0	6	0	0	0	0	0	16
5100211	1	2	6	0	0	6	0	0	0	0	0	15
5100202	2	0	6	0	0	6	0	0	0	0	0	14
5100130	0	6	3	0	0	6	0	0	0	0	0	15
5100121	1	4	3	0	0	6	0	0	0	0	0	14
5100112	2	2	3	0	0	6	0	0	0	0	0	13
5100103	3	0	3	0	0	6	0	0	0	0	0	12
5100040	0	8	0	0	0	6	14	0	0	0	0	14
5100031	1	6	0	0	0	6	0	0	0	0	0	13
5100022	2	4	0	0	0	6	0	0	0	0	0	12
5100013	3	2	0	0	0	6	0	0	0	0	0	11
5100004	4	0	0	0	0	6	10	0	0	0	0	10
5050000	0	0	0	0	25	0	25	0	0	0	50	25
5041000	0	0	0	4	20	0	24	0	0	0	0	24
5040100	0	0	3	0	20	0	23	0	0	0	0	23
5040010	0	2	0	0	20	0	22	0	0	0	0	22
5040001	1	0	0	0	20	0	21	0	0	0	0	21
5032000	0	0	0	8	15	0	0	23	0	0	0	23
5031100	0	0	3	4	15	0	0	0	0	0	0	22
5031010	0	2	0	4	15	0	0	0	0	0	0	21
5031001	1	0	0	4	15	0	0	0	0	0	0	20
5030200	0	0	6	0	15	0	0	21	0	0	0	21
5030110	0	2	3	0	15	0	0	0	0	0	0	20
5030101	1	0	3	0	15	0	0	0	0	0	0	19
5030020	0	4	0	0	15	0	0	19	0	0	0	19
5030011	1	2	0	0	15	0	0	0	0	0	0	18
5030002	2	0	0	0	15	0	0	17	0	0	0	17
5023000	0	0	0	12	10	0	0	22	0	0	0	22
5022100	0	0	3	8	10	0	0	0	0	0	0	21
5022010	0	2	0	8	10	0	0	0	0	0	0	20
5022001	1	0	0	8	10	0	0	0	0	0	0	19
5021200	0	0	6	4	10	0	0	0	0	0	0	20
5021110	0	2	3	4	10	0	0	0	25	0	0	19
5021101	1	0	3	4	10	0	0	0	0	0	0	18
5021020	0	4	0	4	10	0	0	0	0	0	0	18
5021011	1	2	0	4	10	0	0	0	0	0	0	17
5021002	2	0	0	4	10	0	0	0	0	0	0	16
5020300	0	0	9	0	10	0	0	19	0	0	0	19
5020210	0	2	6	0	10	0	0	0	0	0	0	18
5020201	1	0	6	0	10	0	0	0	0	0	0	17
5020120	0	4	3	0	10	0	0	0	0	0	0	17
5020111	1	2	3	0	10	0	0	0	0	0	0	16
5020102	2	0	3	0	10	0	0	0	0	0	0	15
5020030	0	6	0	0	10	0	0	16	0	0	0	16
5020021	1	4	0	0	10	0	0	0	0	0	0	15
5020012	2	2	0	0	10	0	0	0	0	0	0	14
5020003	3	0	0	0	10	0	0	13	0	0	0	13
5014000	0	0	0	16	5	0	21	0	0	0	0	21
5013100	0	0	3	12	5	0	0	0	0	0	0	20
5013010	0	2	0	12	5	0	0	0	0	0	0	19
5013001	1	0	0	12	5	0	0	0	0	0	0	18
5012200	0	0	6	8	5	0	0	0	0	0	0	19
5012110	0	2	3	8	5	0	0	0	25	0	0	18
5012101	1	0	3	8	5	0	0	0	0	0	0	17
5012020	0	4	0	8	5	0	0	0	0	0	0	17
5012011	1	2	0	8	5	0	0	0	0	0	0	16
5012002	2	0	0	8	5	0	0	0	0	0	0	15
5011300	0	0	9	4	5	0	0	0	0	0	0	18
5011210	0	2	6	4	5	0	0	0	25	0	0	17
5011201	1	0	6	4	5	0	0	0	0	0	0	16
5011120	0	4	3	4	5	0	0	0	25	0	0	16
5011111	1	2	3	4	5	0	0	0	25	30	0	15
5011102	2	0	3	4	5	0	0	0	0	0	0	14
5011030	0	6	0	4	5	0	0	0	0	0	0	15
5011021	1	4	0	4	5	0	0	0	0	0	0	14
5011012	2	2	0	4	5	0	0	0	0	0	0	13
5011003	3	0	0	4	5	0	0	0	0	0	0	12
5010400	0	0	12	0	5	0	17	0	0	0	0	17
5010310	0	2	9	0	5	0	0	0	0	0	0	16
5010301	1	0	9	0	5	0	0	0	0	0	0	15
5010220	0	4	6	0	5	0	0	0	0	0	0	15
5010211	1	2	6	0	5	0	0	0	0	0	0	14
5010202	2	0	6	0	5	0	0	0	0	0	0	13
5010130	0	6	3	0	5	0	0	0	0	0	0	14
5010121	1	4	3	0	5	0	0	0	0	0	0	13
5010112	2	2	3	0	5	0	0	0	0	0	0	12
5010103	3	0	3	0	5	0	0	0	0	0	0	11
5010040	0	8	0	0	5	0	13	0	0	0	0	13
5010031	1	6	0	0	5	0	0	0	0	0	0	12
5010022	2	4	0	0	5	0	0	0	0	0	0	11
5010013	3	2	0	0	5	0	0	0	0	0	0	10
5010004	4	0	0	0	5	0	9	0	0	0	0	9
5005000	0	0	0	20	0	0	20	0	0	0	50	20
5004100	0	0	3	16	0	0	19	0	0	0	0	19
5004010	0	2	0	16	0	0	18	0	0	0	0	18
5004001	1	0	0	16	0	0	17	0	0	0	0	17
5003200	0	0	6	12	0	0	0	18	0	0	0	18
5003110	0	2	3	12	0	0	0	0	0	0	0	17
5003101	1	0	3	12	0	0	0	0	0	0	0	16
5003020	0	4	0	12	0	0	0	16	0	0	0	16
5003011	1	2	0	12	0	0	0	0	0	0	0	15
5003002	2	0	0	12	0	0	0	14	0	0	0	14
5002300	0	0	9	8	0	0	0	17	0	0	0	17
5002210	0	2	6	8	0	0	0	0	0	0	0	16
5002201	1	0	6	8	0	0	0	0	0	0	0	15
5002120	0	4	3	8	0	0	0	0	0	0	0	15
5002111	1	2	3	8	0	0	0	0	25	0	0	14
5002102	2	0	3	8	0	0	0	0	0	0	0	13
5002030	0	6	0	8	0	0	0	14	0	0	0	14
5002021	1	4	0	8	0	0	0	0	0	0	0	13
5002012	2	2	0	8	0	0	0	0	0	0	0	12
5002003	3	0	0	8	0	0	0	11	0	0	0	11
5001400	0	0	12	4	0	0	16	0	0	0	0	16
5001310	0	2	9	4	0	0	0	0	0	0	0	15
5001301	1	0	9	4	0	0	0	0	0	0	0	14
5001220	0	4	6	4	0	0	0	0	0	0	0	14
5001211	1	2	6	4	0	0	0	0	25	0	0	13
5001202	2	0	6	4	0	0	0	0	0	0	0	12
5001130	0	6	3	4	0	0	0	0	0	0	0	13
5001121	1	4	3	4	0	0	0	0	25	0	0	12
5001112	2	2	3	4	0	0	0	0	25	0	0	11
5001103	3	0	3	4	0	0	0	0	0	0	0	10
5001040	0	8	0	4	0	0	12	0	0	0	0	12
5001031	1	6	0	4	0	0	0	0	0	0	0	11
5001022	2	4	0	4	0	0	0	0	0	0	0	10
5001013	3	2	0	4	0	0	0	0	0	0	0	9
5001004	4	0	0	4	0	0	8	0	0	0	0	8
5000500	0	0	15	0	0	0	15	0	0	0	50	15
5000410	0	2	12	0	0	0	14	0	0	0	0	14
5000401	1	0	12	0	0	0	13	0	0	0	0	13
5000320	0	4	9	0	0	0	0	13	0	0	0	13
5000311	1	2	9	0	0	0	0	0	0	0	0	12
5000302	2	0	9	0	0	0	0	11	0	0	0	11
5000230	0	6	6	0	0	0	0	12	0	0	0	12
5000221	1	4	6	0	0	0	0	0	0	0	0	11
5000212	2	2	6	0	0	0	0	0	0	0	0	10
5000203	3	0	6	0	0	0	0	9	0	0	0	9
5000140	0	8	3	0	0	0	11	0	0	0	0	11
5000131	1	6	3	0	0	0	0	0	0	0	0	10
5000122	2	4	3	0	0	0	0	0	0	0	0	9
5000113	3	2	3	0	0	0	0	0	0	0	0	8
5000104	4	0	3	0	0	0	7	0	0	0	0	7
5000050	0	10	0	0	0	0	10	0	0	0	50	10
5000041	1	8	0	0	0	0	9	0	0	0	0	9
5000032	2	6	0	0	0	0	0	8	0	0	0	8
5000023	3	4	0	0	0	0	0	7	0	0	0	7
5000014	4	2	0	0	0	0	6	0	0	0	0	6
5000005	5	0	0	0	0	0	5	0	0	0	50	5
